     -20.423            0
    -20.4202            0
    -20.4175            0
    -20.4147            0
     -20.412            0
    -20.4093            0
    -20.4065            0
    -20.4038            0
     -20.401            0
    -20.3983            0
    -20.3956            0
    -20.3928            0
    -20.3901            0
    -20.3874            0
    -20.3846            0
    -20.3819            0
    -20.3791            0
    -20.3764            0
    -20.3737            0
    -20.3709            0
    -20.3682            0
    -20.3654            0
    -20.3627            0
      -20.36            0
    -20.3572            0
    -20.3545            0
    -20.3518            0
     -20.349            0
    -20.3463            0
    -20.3435            0
    -20.3408            0
    -20.3381            0
    -20.3353            0
    -20.3326            0
    -20.3298            0
    -20.3271            0
    -20.3244            0
    -20.3216            0
    -20.3189            0
    -20.3161            0
    -20.3134            0
    -20.3107            0
    -20.3079            0
    -20.3052            0
    -20.3025            0
    -20.2997            0
     -20.297            0
    -20.2942            0
    -20.2915            0
    -20.2888            0
     -20.286            0
    -20.2833            0
    -20.2805            0
    -20.2778            0
    -20.2751            0
    -20.2723            0
    -20.2696            0
    -20.2669            0
    -20.2641            0
    -20.2614            0
    -20.2586            0
    -20.2559            0
    -20.2532            0
    -20.2504            0
    -20.2477            0
    -20.2449            0
    -20.2422            0
    -20.2395            0
    -20.2367            0
     -20.234            0
    -20.2313            0
    -20.2285            0
    -20.2258            0
     -20.223            0
    -20.2203            0
    -20.2176            0
    -20.2148            0
    -20.2121            0
    -20.2093            0
    -20.2066            0
    -20.2039            0
    -20.2011            0
    -20.1984            0
    -20.1957            0
    -20.1929            0
    -20.1902            0
    -20.1874            0
    -20.1847            0
     -20.182            0
    -20.1792            0
    -20.1765            0
    -20.1737            0
     -20.171            0
    -20.1683            0
    -20.1655            0
    -20.1628            0
      -20.16            0
    -20.1573            0
    -20.1546            0
    -20.1518            0
    -20.1491            0
    -20.1464            0
    -20.1436            0
    -20.1409            0
    -20.1381            0
    -20.1354            0
    -20.1327            0
    -20.1299            0
    -20.1272            0
    -20.1244            0
    -20.1217            0
     -20.119            0
    -20.1162            0
    -20.1135            0
    -20.1108            0
     -20.108            0
    -20.1053            0
    -20.1025            0
    -20.0998            0
    -20.0971            0
    -20.0943            0
    -20.0916            0
    -20.0888            0
    -20.0861            0
    -20.0834            0
    -20.0806            0
